categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;hora_redondeada;domicilio_comuna;domicilio_barrio;domiclio_calle;domicilio_altura;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto;hora_cierre_contacto;tiempo_de_cierre;Column1
CALLES Y VEREDAS;PODA DE ÁRBOL Y DESPEJE DE LUMINARIA;PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO;SOLICITUD;3/1/2021;12:31:52 AM;00:30:00;11;VILLA GRAL. MITRE;SANCHEZ;1895;-34.60670605;-58.46577746;App BA 147;Masculino;Abierto;;;;
LIMPIEZA Y RECOLECCIÓN;REPARACIÓN DE VEREDA;REPARACIÓN DE VEREDA POR RAÍCES DE ÁRBOL QUE PRODUCEN ROTURAS;SOLICITUD;4/1/2021;12:20:39 AM;00:30:00;11;VILLA DEVOTO;OBISPO SAN ALBERTO;3520;-34.58743207;-58.51424575;GCS Web;Femenino;Abierto;;;;
LIMPIEZA Y RECOLECCIÓN;HABILITACIONES Y PERMISOS;ESTABLECIMIENTO SIN HABILITACIÓN;DENUNCIA;2/1/2021;12:21:10 AM;00:30:00;9;PARQUE AVELLANEDA;SANTANDER;3748;-34.65410782;-58.4650836;GCS Web;Femenino;Cerrado;29/03/2021;12:57:46 PM;86;
LIMPIEZA Y RECOLECCIÓN;RESIDUOS VOLUMINOSOS;RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA;SERVICIO;4/1/2021;12:24:19 AM;00:30:00;11;VILLA GRAL. MITRE;BUFANO; ALFREDO R.;1365;-34.61561355;-58.46919328;App BA 147;Femenino;Cerrado;10/01/2021;11:11:58 PM;6;
LIMPIEZA Y RECOLECCIÓN;REPARACIÓN DE LUMINARIA;REPARACIÓN DE LUMINARIA APAGADA DURANTE LA NOCHE;SOLICITUD;4/1/2021;12:34:52 AM;00:30:00;10;VILLA REAL;FADER; FERNANDO;6120;-34.62520652;-58.52754746;GCS Web;Masculino;Cerrado;05/01/2021;1:14:58 PM;1;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;RECOLECCIÓN DE RESIDUOS FUERA DEL CONTENEDOR;SOLICITUD;4/1/2021;12:25:27 AM;00:30:00;4;BOCA;VALLE; ARISTOBULO DEL;684;-34.63431889;-58.36385839;GCS Web;Femenino;Cerrado;05/01/2021;7:25:24 AM;1;
LIMPIEZA Y RECOLECCIÓN;CESTOS Y CONTENEDORES;REPARACIÓN DE CONTENEDOR;SOLICITUD;5/1/2021;12:37:57 AM;00:30:00;11;VILLA DEVOTO;LLAVALLOL;4682;-34.59050921;-58.50871311;App BA 147;Masculino;Cerrado;12/01/2021;5:50:43 PM;7;
LIMPIEZA Y RECOLECCIÓN;INCONVENIENTES CON TRÁMITES;INCONVENIENTES CON TRÁMITES;QUEJA;5/1/2021;12:31:29 AM;00:30:00;7;FLORES;BALBASTRO;2680;-34.64732991;-58.45356753;GCS Web;Masculino;Abierto;;;;
LIMPIEZA Y RECOLECCIÓN;CONTROL DE OBRAS;CERRAMIENTO CLANDESTINO DE PATIO Y BALCÓN;DENUNCIA;5/1/2021;12:43:01 AM;00:30:00;2;RECOLETA;QUINTANA; MANUEL; PRES.;263;-34.59024151;-58.38752606;App BA 147;Femenino;Cerrado;20/01/2021;2:06:56 PM;15;
LIMPIEZA Y RECOLECCIÓN;RESIDUOS VOLUMINOSOS;RETIRO DE ESCOMBROS / RESTOS DE OBRA;SERVICIO;5/1/2021;12:31:18 AM;00:30:00;4;BOCA;OLAVARRIA;1150;-34.63909506;-58.36840366;GCS Web;Masculino;Cerrado;05/01/2021;9:18:46 PM;;
LIMPIEZA Y RECOLECCIÓN;RUIDOS MOLESTOS; EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;6/1/2021;12:29:20 AM;00:30:00;5;ALMAGRO;BOEDO AV.;440;-34.61777603;-58.4167326;GCS Web;Masculino;Abierto;;;;
LIMPIEZA Y RECOLECCIÓN;CESTOS Y CONTENEDORES;INSTALACIÓN DE CAMPANA VERDE;REPORTE;6/1/2021;12:43:45 AM;00:30:00;1;CONSTITUCION;CEVALLOS; VIRREY;1052;-34.62074734;-58.3887502;App BA 147;Masculino;Cerrado;06/01/2021;7:44:51 AM;;
LIMPIEZA Y RECOLECCIÓN;MAYOR ILUMINACIÓN EN CALLE;MAYOR ILUMINACIÓN EN CALLE / PLAZA;SOLICITUD;6/1/2021;12:26:33 AM;00:30:00;6;CABALLITO;FLORES; VENANCIO; GRAL.;43;-34.61367176;-58.43101301;GCS Web;Femenino;Cerrado;08/01/2021;10:54:43 AM;2;
LIMPIEZA Y RECOLECCIÓN;ACCESO A LA INFORMACIÓN PÚBLICA;ACCESO A LA INFORMACIÓN PÚBLICA;SOLICITUD;6/1/2021;12:33:34 AM;00:30:00;;;;;;;GCS Web;Masculino;Cerrado;11/01/2021;9:18:53 AM;5;
LIMPIEZA Y RECOLECCIÓN;REPARACIÓN DE EQUIPAMIENTO DE ALUMBRADO;REPARACIÓN DE TOMA DE ENERGÍA DE ALUMBRADO PÚBLICO;SOLICITUD;4/1/2021;12:19:10 AM;00:30:00;10;VILLA REAL;MORAN; PEDRO;5350;-34.61285182;-58.52787083;GCS Web;Femenino;Cerrado;22/01/2021;1:21:34 PM;18;
LIMPIEZA Y RECOLECCIÓN;CESTOS Y CONTENEDORES;REPARACIÓN DE CONTENEDOR;SOLICITUD;5/1/2021;12:22:52 AM;00:30:00;11;VILLA DEL PARQUE;LAMARCA; EMILIO;2540;-34.60828639;-58.49719887;App BA 147;Masculino;Cerrado;18/01/2021;3:49:43 PM;13;
LIMPIEZA Y RECOLECCIÓN;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;DENUNCIA;3/1/2021;12:17:31 AM;00:30:00;12;VILLA URQUIZA;OLAZABAL AV.;4660;-34.57395549;-58.48132537;App Denuncia Vial;Masculino;Cerrado;06/01/2021;8:33:20 AM;3;
LIMPIEZA Y RECOLECCIÓN;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;DENUNCIA;6/1/2021;12:31:20 AM;00:30:00;14;PALERMO;BAEZ;750;-34.56935559;-58.43577508;App BA 147;Masculino;Cerrado;05/04/2021;2:43:34 PM;89;
LIMPIEZA Y RECOLECCIÓN;RUIDOS MOLESTOS; EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;1/1/2021;12:33:01 AM;00:30:00;5;ALMAGRO;BOCAYUVA; QUINTINO;550;-34.61842884;-58.42246472;App BA 147;Masculino;Cerrado;06/01/2021;11:28:57 AM;5;
LIMPIEZA Y RECOLECCIÓN;REPARACIÓN DE LUMINARIA;CONSULTA DE ESTADO DE EXPEDIENTE ANTE LA AGENCIA DE PROTECCIÓN AMBIENTAL;SOLICITUD;6/1/2021;12:27:21 AM;00:30:00;8;VILLA SOLDATI;SAN PEDRITO;2740;-34.65797039;-58.44229135;GCS Web;Masculino;Cerrado;12/01/2021;1:40:41 PM;6;
MEDIOS DE TRANSPORTE;RUIDOS MOLESTOS; EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;6/1/2021;12:15:25 AM;00:30:00;9;MATADEROS;CASTRO; EMILIO AV.;7328;-34.65440411;-58.52052134;App BA 147;Femenino;Abierto;;;;
MEDIOS DE TRANSPORTE;RUIDOS MOLESTOS; EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;6/1/2021;12:19:25 AM;00:30:00;13;COLEGIALES;CORREGIDORES;1501;-34.57247906;-58.45929553;App BA 147;Masculino;Abierto;;;;
MEDIOS DE TRANSPORTE;CESTOS Y CONTENEDORES;VACIADO DE CAMPANA VERDE;SOLICITUD;5/1/2021;12:33:08 AM;00:30:00;5;ALMAGRO;GUARDIA VIEJA;4145;-34.60043035;-58.42292095;GCS Web;Femenino;Cerrado;08/01/2021;10:43:36 AM;3;
ORDENAMIENTO DEL ESPACIO PÚBLICO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;DENUNCIA;5/1/2021;12:44:59 AM;00:30:00;13;BELGRANO;ROOSEVELT FRANKLIN D.;3002;-34.56093496;-58.46627662;App Denuncia Vial;Femenino;Cerrado;06/01/2021;10:32:55 AM;1;
RECICLADO Y PROTECCIÓN AMBIENTAL;RESIDUOS VOLUMINOSOS;RETIRO DE ESCOMBROS / RESTOS DE OBRA;SERVICIO;7/1/2021;12:36:49 AM;00:30:00;10;VERSALLES;BRUSELAS;682;-34.62989824;-58.52245547;GCS Web;Masculino;Cerrado;09/01/2021;12:01:51 PM;2;
TRÁMITES Y SERVICIOS;LIMPIEZA DE VÍA PÚBLICA;RECOLECCIÓN DE RESIDUOS FUERA DEL CONTENEDOR;SOLICITUD;6/1/2021;12:30:00 AM;00:30:00;6;CABALLITO;FLORES; VENANCIO; GRAL.;45;-34.61370965;-58.43110191;GCS Web;Femenino;Cerrado;07/01/2021;1:03:26 PM;1;
TRÁMITES Y SERVICIOS;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;DENUNCIA;6/1/2021;12:40:35 AM;00:30:00;11;VILLA DEL PARQUE;ARGERICH;2991;-34.60246776;-58.49052984;App Denuncia Vial;Femenino;Cerrado;07/01/2021;8:31:11 AM;1;
TRÁMITES Y SERVICIOS;CESTOS Y CONTENEDORES;VACIADO DE CAMPANA VERDE;SOLICITUD;6/1/2021;12:40:25 AM;00:30:00;6;CABALLITO;ACOYTE AV.;259;-34.61511797;-58.43760459;App BA 147;Femenino;Cerrado;11/01/2021;7:47:07 AM;5;
TRÁMITES Y SERVICIOS;CONTROL DE OBRAS;FALTA DE ELEMENTOS DE SEGURIDAD ESTRUCTURAL EN OBRA/CONSTRUCCIÓN;DENUNCIA;7/1/2021;12:39:04 AM;00:30:00;7;PARQUE CHACABUCO;DIAZ; AVELINO;1451;-34.6375373;-58.44064652;App BA 147;Masculino;Cerrado;07/01/2021;11:36:23 AM;;
TRÁNSITO;SUBTES;MEJORA DE BARRIDO;QUEJA;7/1/2021;12:17:23 AM;00:30:00;9;PARQUE AVELLANEDA;MOZART;1823;-34.6552505;-58.47508721;App BA 147;Femenino;Cerrado;09/01/2021;12:29:16 PM;2;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;DENUNCIA;7/1/2021;12:26:39 AM;00:30:00;12;VILLA URQUIZA;MILLER;3149;-34.56548136;-58.4858941;App Denuncia Vial;Masculino;Cerrado;07/01/2021;6:30:42 PM;;
TRÁNSITO;REPARACIÓN DE LUMINARIA;REPARACIÓN DE LUMINARIA APAGADA DURANTE LA NOCHE;SOLICITUD;6/1/2021;12:31:37 AM;00:30:00;1;SAN TELMO;CALVO; CARLOS;714;-34.61972664;-58.37607163;App BA 147;Femenino;Cerrado;07/01/2021;3:53:14 PM;1;
TRÁNSITO;CESTOS Y CONTENEDORES;REPARACIÓN DE CONTENEDOR;SOLICITUD;7/1/2021;12:32:13 AM;00:30:00;11;VILLA DEVOTO;CONCORDIA;4771;-34.5904833;-58.51073275;App BA 147;Masculino;Cerrado;02/02/2021;2:29:24 PM;26;
TRÁNSITO;RESIDUOS VOLUMINOSOS;RETIRO DE ESCOMBROS / RESTOS DE OBRA;SERVICIO;7/1/2021;12:15:00 AM;00:30:00;15;VILLA CRESPO;GURRUCHAGA;371;-34.59845374;-58.4430749;GCS Web;Masculino;Cerrado;08/01/2021;11:00:55 PM;1;
TRÁNSITO;SUBTES;MEJORA DE BARRIDO;QUEJA;7/1/2021;12:20:39 AM;00:30:00;13;NUÑEZ;ARCOS;3581;-34.54766008;-58.46496778;App BA 147;Femenino;Cerrado;09/01/2021;10:01:53 AM;2;
ALUMBRADO;LIMPIEZA DE VÍA PÚBLICA;RECOLECCIÓN DE RESIDUOS FUERA DEL CONTENEDOR;SOLICITUD;1/1/2021;1:08:03 AM;01:00:00;7;FLORES;MEMBRILLAR;364;-34.63254813;-58.45917771;GCS Web;Masculino;Cerrado;04/01/2021;3:17:18 PM;3;
ALUMBRADO;PODA DE ÁRBOL Y DESPEJE DE LUMINARIA;PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO;SOLICITUD;1/1/2021;1:07:37 AM;01:00:00;9;LINIERS;CARHUE;;-34.64659589;-58.52443037;App BA 147;Masculino;Abierto;;;;
ALUMBRADO;RESIDUOS VOLUMINOSOS;RETIRO DE ESCOMBROS / RESTOS DE OBRA;SERVICIO;1/1/2021;1:04:29 AM;01:00:00;7;FLORES;MEMBRILLAR;364;-34.63254813;-58.45917771;GCS Web;Masculino;Cerrado;04/01/2021;3:24:35 PM;3;
ALUMBRADO;LIMPIEZA DE VÍA PÚBLICA;RECOLECCIÓN DE RESIDUOS FUERA DEL CONTENEDOR;SOLICITUD;1/1/2021;1:09:18 AM;01:00:00;7;FLORES;MEMBRILLAR;306;-34.63202214;-58.45943036;GCS Web;Masculino;Cerrado;04/01/2021;3:17:13 PM;3;
ALUMBRADO;RESIDUOS VOLUMINOSOS;RETIRO DE RESIDUOS VOLUMINOSOS (MUEBLES Y ELECTRODOMÉSTICOS);SERVICIO;1/1/2021;12:59:54 AM;01:00:00;7;FLORES;MEMBRILLAR;364;-34.63254813;-58.45917771;GCS Web;Masculino;Cerrado;04/01/2021;3:24:40 PM;3;
ARBOLADO Y ESPACIOS VERDES;RESIDUOS VOLUMINOSOS;RETIRO DE RESIDUOS VOLUMINOSOS (MUEBLES Y ELECTRODOMÉSTICOS);SERVICIO;2/1/2021;1:02:23 AM;01:00:00;3;BALVANERA;ANCHORENA; TOMAS MANUEL DE; DR.;204;-34.60770645;-58.41187729;GCS Web;Masculino;Cerrado;04/01/2021;9:14:58 PM;2;
ARBOLADO Y ESPACIOS VERDES;RESIDUOS VOLUMINOSOS;RETIRO DE RESIDUOS VOLUMINOSOS (MUEBLES Y ELECTRODOMÉSTICOS);SERVICIO;2/1/2021;12:57:59 AM;01:00:00;3;BALVANERA;ANCHORENA; TOMAS MANUEL DE; DR.;204;-34.60770645;-58.41187729;GCS Web;Masculino;Cerrado;04/01/2021;9:14:52 PM;2;
CALLES Y VEREDAS;PARQUES Y PLAZAS;INSTALACIÓN DE FUENTES EN PARQUE / PLAZA;SOLICITUD;3/1/2021;12:45:34 AM;01:00:00;4;PARQUE PATRICIOS;;;-34.63889078;-58.40820926;GCS Web;Masculino;Abierto;;;;
CALLES Y VEREDAS;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;DENUNCIA;3/1/2021;12:45:39 AM;01:00:00;7;FLORES;FRAY CAYETANO RODRIGUEZ;1099;-34.6183715;-58.46828904;App Denuncia Vial;Masculino;Cerrado;06/01/2021;8:33:21 AM;3;
CALLES Y VEREDAS;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;DENUNCIA;3/1/2021;12:59:18 AM;01:00:00;11;VILLA DEVOTO;SANABRIA;3215;-34.60708397;-58.5098251;App Denuncia Vial;Femenino;Cerrado;06/01/2021;8:33:21 AM;3;
CALLES Y VEREDAS;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;DENUNCIA;3/1/2021;1:08:53 AM;01:00:00;8;VILLA LUGANO;ESCALADA AV.;4343;-34.6772427;-58.4541601;Boti;Masculino;Cerrado;06/01/2021;8:33:22 AM;3;
CALLES Y VEREDAS;BICICLETAS;INCONVENIENTES CON EL REGISTRO DE USUARIO DE BA ECOBICI POR TEMBICI;QUEJA;3/1/2021;12:50:14 AM;01:00:00;;;;;;;App BA 147;Masculino;Cerrado;03/01/2021;12:07:01 PM;;
CALLES Y VEREDAS;BICICLETAS;INCONVENIENTES CON EL REGISTRO DE USUARIO DE BA ECOBICI POR TEMBICI;QUEJA;3/1/2021;1:00:17 AM;01:00:00;;;;;;;App BA 147;Masculino;Cerrado;03/01/2021;12:07:52 PM;;
CALLES Y VEREDAS;RESIDUOS VOLUMINOSOS;RETIRO DE RESIDUOS VOLUMINOSOS (MUEBLES Y ELECTRODOMÉSTICOS);SERVICIO;3/1/2021;1:04:41 AM;01:00:00;12;SAAVEDRA;FREIRE; RAMON; CAP. GRAL.;4395;-34.54706324;-58.4807288;App BA 147;Femenino;Cerrado;06/01/2021;12:25:03 AM;3;
CALLES Y VEREDAS;RESIDUOS VOLUMINOSOS;RETIRO DE RESIDUOS VOLUMINOSOS (MUEBLES Y ELECTRODOMÉSTICOS);SERVICIO;3/1/2021;12:54:56 AM;01:00:00;10;VERSALLES;BRUSELAS;601;-34.63092556;-58.52204359;GCS Web;Masculino;Cerrado;07/01/2021;12:19:58 PM;4;
CALLES Y VEREDAS;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;DENUNCIA;3/1/2021;12:47:08 AM;01:00:00;12;VILLA PUEYRREDON;ARTIGAS; JOSE GERVASIO; GRAL.;5460;-34.57744103;-58.50320106;Boti;Masculino;Cerrado;06/01/2021;12:30:31 AM;3;
CALLES Y VEREDAS;LIMPIEZA DE VÍA PÚBLICA;RECOLECCIÓN DE RESIDUOS FUERA DEL CONTENEDOR;SOLICITUD;3/1/2021;1:05:09 AM;01:00:00;12;SAAVEDRA;CONESA;4566;-34.54422182;-58.47798043;App BA 147;Femenino;Cerrado;04/01/2021;7:22:22 PM;1;
CALLES Y VEREDAS;LIMPIEZA DE VÍA PÚBLICA;RECOLECCIÓN DE RESIDUOS FUERA DEL CONTENEDOR;SOLICITUD;3/1/2021;1:10:43 AM;01:00:00;12;SAAVEDRA;FREIRE; RAMON; CAP. GRAL.;4395;-34.54706324;-58.4807288;App BA 147;Femenino;Cerrado;04/01/2021;7:22:27 PM;1;
CONTROL EDILICIO; OBRAS Y CATASTRO;LIMPIEZA DE VÍA PÚBLICA;RECOLECCIÓN DE RESIDUOS FUERA DEL CONTENEDOR;SOLICITUD;3/1/2021;1:04:46 AM;01:00:00;12;VILLA PUEYRREDON;MISTRAL; GABRIELA;2215;-34.58234461;-58.49383628;App BA 147;Femenino;Cerrado;04/01/2021;7:22:31 PM;1;
CONTROL EDILICIO; OBRAS Y CATASTRO;RESIDUOS VOLUMINOSOS;RETIRO DE ESCOMBROS / RESTOS DE OBRA;SERVICIO;3/1/2021;1:07:19 AM;01:00:00;9;MATADEROS;MONTIEL;1866;-34.65835286;-58.5164306;App BA 147;Masculino;Cerrado;06/01/2021;12:00:25 PM;3;
CONTROL EDILICIO; OBRAS Y CATASTRO;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS EN MALAS CONDICIONES;DENUNCIA;3/1/2021;1:00:02 AM;01:00:00;12;SAAVEDRA;LARRALDE; CRISOLOGO AV.;3660;-34.55513433;-58.47923186;GCS Web;Femenino;Cerrado;11/01/2021;10:16:05 PM;8;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;RECOLECCIÓN DE RESIDUOS FUERA DEL CONTENEDOR;SOLICITUD;2/1/2021;12:46:56 AM;01:00:00;9;LINIERS;FONROUGE;44;-34.63982082;-58.5154063;GCS Web;Femenino;Cerrado;04/01/2021;12:24:16 PM;2;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;RECOLECCIÓN DE RESIDUOS FUERA DEL CONTENEDOR;SOLICITUD;4/1/2021;12:51:36 AM;01:00:00;7;PARQUE CHACABUCO;CACHIMAYO;1855;-34.64037073;-58.43540138;GCS Web;Masculino;Cerrado;05/01/2021;6:32:19 PM;1;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;RECOLECCIÓN DE RESIDUOS FUERA DEL CONTENEDOR;SOLICITUD;5/1/2021;1:12:06 AM;01:00:00;14;PALERMO;VIDT;1958;-34.58924578;-58.41414912;GCS Web;Femenino;Cerrado;05/01/2021;8:39:39 PM;;
LIMPIEZA Y RECOLECCIÓN;RESIDUOS VOLUMINOSOS;RETIRO DE ESCOMBROS / RESTOS DE OBRA;SERVICIO;5/1/2021;12:59:53 AM;01:00:00;14;PALERMO;DARWIN;1479;-34.58767173;-58.43609808;App BA 147;Femenino;Cerrado;08/01/2021;12:11:20 AM;3;
LIMPIEZA Y RECOLECCIÓN;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;DENUNCIA;5/1/2021;12:50:38 AM;01:00:00;13;BELGRANO;VIDAL;1939;-34.56567913;-58.45901721;Boti;Masculino;Cerrado;06/01/2021;10:32:56 AM;1;
LIMPIEZA Y RECOLECCIÓN;RUIDOS MOLESTOS; EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;5/1/2021;1:01:17 AM;01:00:00;15;VILLA CRESPO;GALLARDO; ANGEL AV.;899;-34.60642366;-58.4426154;App BA 147;Masculino;Abierto;;;;
LIMPIEZA Y RECOLECCIÓN;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;DENUNCIA;5/1/2021;1:05:09 AM;01:00:00;13;BELGRANO;ROOSEVELT FRANKLIN D.;;-34.56081755;-58.46617212;App Denuncia Vial;Femenino;Cerrado;06/01/2021;10:32:57 AM;1;
LIMPIEZA Y RECOLECCIÓN;EXTRACCIÓN DE ÁRBOL;EXTRACCIÓN DE ÁRBOL;SOLICITUD;6/1/2021;12:49:15 AM;01:00:00;7;FLORES;ALVAREZ; DONATO; TTE. GRAL.;1060;-34.61429722;-58.45931901;GCS Web;Femenino;Cerrado;18/02/2021;11:11:57 PM;43;
LIMPIEZA Y RECOLECCIÓN;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;DENUNCIA;1/1/2021;1:14:35 AM;01:00:00;10;MONTE CASTRO;MARTIN FIERRO;5500;-34.62473912;-58.51507527;App Denuncia Vial;Masculino;Cerrado;06/01/2021;6:30:30 AM;5;
LIMPIEZA Y RECOLECCIÓN;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;DENUNCIA;2/1/2021;12:47:11 AM;01:00:00;9;PARQUE AVELLANEDA;OLIVERA AV.;511;-34.64338989;-58.4852618;App Denuncia Vial;Masculino;Cerrado;06/01/2021;8:30:51 AM;4;
LIMPIEZA Y RECOLECCIÓN;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;DENUNCIA;2/1/2021;12:50:04 AM;01:00:00;9;PARQUE AVELLANEDA;OLIVERA AV.;;-34.64405976;-58.48497657;App Denuncia Vial;Masculino;Cerrado;06/01/2021;8:30:52 AM;4;
MEDIOS DE TRANSPORTE;CESTOS Y CONTENEDORES;REUBICACIÓN DE CONTENEDOR;SOLICITUD;5/1/2021;1:01:49 AM;01:00:00;10;VILLA REAL;BAUZA; FRANCISCO;2400;-34.61944045;-58.52351544;GCS Web;Femenino;Cerrado;06/01/2021;12:19:28 PM;1;
MEDIOS DE TRANSPORTE;INCONVENIENTES CON TRÁMITES;INCONVENIENTES CON TRÁMITES;QUEJA;6/1/2021;12:52:44 AM;01:00:00;3;BALVANERA;PUEYRREDON AV.;966;-34.59907393;-58.40402381;App BA 147;Masculino;Abierto;;;;
MEDIOS DE TRANSPORTE;HIGIENE Y SEGURIDAD ALIMENTARIA;ESTABLECIMIENTO SIN HABILITACIÓN CON VENTA / ELABORACIÓN DE ALIMENTOS;DENUNCIA;6/1/2021;12:49:39 AM;01:00:00;14;PALERMO;MALABIA;1793;-34.58960419;-58.42518627;GCS Web;Masculino;Cerrado;12/01/2021;4:22:56 PM;6;
ORDENAMIENTO DEL ESPACIO PÚBLICO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;DENUNCIA;5/1/2021;1:01:12 AM;01:00:00;13;BELGRANO;ROOSEVELT FRANKLIN D.;;-34.56081755;-58.46617212;App Denuncia Vial;Femenino;Cerrado;06/01/2021;10:32:56 AM;1;
ORDENAMIENTO DEL ESPACIO PÚBLICO;CESTOS Y CONTENEDORES;VACIADO DE CONTENEDOR;QUEJA;5/1/2021;12:55:48 AM;01:00:00;12;VILLA PUEYRREDON;LOPEZ; CARLOS ANTONIO;2839;-34.5849359;-58.50228624;App BA 147;Femenino;Cerrado;09/03/2021;12:13:42 PM;63;
ORDENAMIENTO DEL ESPACIO PÚBLICO;ACCESO A LA INFORMACIÓN PÚBLICA;ACCESO A LA INFORMACIÓN PÚBLICA;SOLICITUD;5/1/2021;1:08:38 AM;01:00:00;;;;;;;GCS Web;Femenino;Cerrado;31/01/2021;7:46:33 PM;26;
RECICLADO Y PROTECCIÓN AMBIENTAL;CESTOS Y CONTENEDORES;VACIADO DE CESTO PAPELERO;QUEJA;7/1/2021;1:13:00 AM;01:00:00;7;FLORES;DIRECTORIO AV.;2344;-34.6332694;-58.4597218;GCS Web;Masculino;Cerrado;09/01/2021;8:37:43 PM;2;
TRÁMITES Y SERVICIOS;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;DENUNCIA;6/1/2021;12:45:12 AM;01:00:00;13;NUÑEZ;AMENABAR;3501;-34.55102371;-58.4693672;App BA 147;Masculino;Cerrado;07/01/2021;6:31:10 AM;1;
TRÁMITES Y SERVICIOS;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;DENUNCIA;6/1/2021;12:49:43 AM;01:00:00;13;NUÑEZ;NUÑEZ;2605;-34.55116791;-58.46944268;App BA 147;Masculino;Cerrado;07/01/2021;6:31:10 AM;1;
TRÁMITES Y SERVICIOS;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;DENUNCIA;6/1/2021;12:56:19 AM;01:00:00;13;NUÑEZ;NUÑEZ;2591;-34.55104586;-58.469228;App BA 147;Masculino;Cerrado;07/01/2021;8:31:11 AM;1;
TRÁMITES Y SERVICIOS;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;DENUNCIA;7/1/2021;1:08:01 AM;01:00:00;6;CABALLITO;OROÑO; NICASIO;445;-34.61899481;-58.45165657;App Denuncia Vial;Masculino;Cerrado;07/01/2021;4:30:31 PM;;
TRÁMITES Y SERVICIOS;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;DENUNCIA;7/1/2021;1:08:26 AM;01:00:00;6;CABALLITO;OROÑO; NICASIO;445;-34.61899481;-58.45165657;App Denuncia Vial;Masculino;Cerrado;07/01/2021;4:30:31 PM;;
TRÁMITES Y SERVICIOS;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;DENUNCIA;7/1/2021;1:10:38 AM;01:00:00;6;CABALLITO;OROÑO; NICASIO;445;-34.61899481;-58.45165657;App Denuncia Vial;Masculino;Cerrado;07/01/2021;4:30:32 PM;;
TRÁMITES Y SERVICIOS;RESIDUOS VOLUMINOSOS;RETIRO DE ESCOMBROS / RESTOS DE OBRA;SERVICIO;5/1/2021;1:13:55 AM;01:00:00;10;VELEZ SARSFIELD;FALCON; RAMON L.;CNEL.;4578;-34.63761332;-58.49146744;App BA 147;Masculino;Cerrado;07/01/2021;12:21:37 PM;2;
TRÁNSITO;INCONVENIENTES CON TRÁMITES;INCONVENIENTES CON TRÁMITES;QUEJA;7/1/2021;12:53:07 AM;01:00:00;13;BELGRANO;CRAMER AV.;2747;-34.55903687;-58.46610871;App BA 147;Femenino;Abierto;;;;
TRÁNSITO;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;DENUNCIA;7/1/2021;1:07:32 AM;01:00:00;13;BELGRANO;CIUDAD DE LA PAZ;1719;-34.5660065;-58.45467328;App BA 147;Femenino;Cerrado;25/01/2021;11:29:12 AM;18;
